Source IP,Destination IP,Protocol,Timestamp,Source Port,Destination Port,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Length,IAT,SYN_ACK_Count,labels
192.168.10.3,192.168.10.1,17,2017-05-07 08:43:00,60165,53,0,0,0,0,0,0,0,0,61.33333333,50001,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:55:00,60115,53,0,0,0,0,0,0,0,0,61.66666667,59395,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:54:00,61409,53,0,0,0,0,0,0,0,0,103.6666667,71988,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:55:00,61931,53,0,0,0,0,0,0,0,0,51.33333333,23725,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:54:00,60429,53,0,0,0,0,0,0,0,0,95.33333333,197166,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:51:00,60480,53,0,0,0,0,0,0,0,0,68.66666667,155534,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:53:00,61627,53,0,0,0,0,0,0,0,0,125.3333333,243034,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:47:00,60347,53,0,0,0,0,0,0,0,0,77.0,49877,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:51:00,60502,53,0,0,0,0,0,0,0,0,83.33333333,714,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:49:00,60393,53,0,0,0,0,0,0,0,0,75.0,414,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:43:00,61178,53,0,0,0,0,0,0,0,0,66.0,1024688,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:51:00,60473,53,0,0,0,0,0,0,0,0,121.6666667,23870,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:51:00,60745,53,0,0,0,0,0,0,0,0,89.66666667,29024,0,0
192.168.10.17,72.30.3.43,6,2017-05-07 08:58:00,48680,443,0,0,0,1,0,0,0,0,86.16666667,26454,0,0
72.30.3.43,192.168.10.17,6,2017-05-07 08:58:00,443,48680,0,0,0,0,1,0,0,0,559.8333333,5895,0,0
192.168.10.17,178.255.83.1,6,2017-05-07 08:58:00,38490,80,0,0,0,1,0,0,0,0,162.5,47156,0,0
192.168.10.17,178.255.83.1,6,2017-05-07 08:58:00,38490,80,0,0,0,0,1,0,0,0,0.0,193,0,0
192.168.10.17,178.255.83.1,6,2017-05-07 08:58:00,38500,80,0,0,0,1,0,0,0,0,162.5,48746,0,0
192.168.10.17,178.255.83.1,6,2017-05-07 08:58:00,38500,80,0,0,0,0,1,0,0,0,0.0,567,0,0
192.168.10.17,50.63.243.230,6,2017-05-07 08:58:00,36593,80,0,0,0,1,0,0,0,0,299.5555556,68272,0,0
192.168.10.17,50.63.243.230,6,2017-05-07 08:58:00,36594,80,0,0,0,1,0,0,0,0,299.5555556,68700,0,0
192.168.10.17,192.82.242.21,6,2017-05-07 08:58:00,52582,443,0,0,0,1,0,0,0,0,426.0434783,129649,0,0
192.82.242.21,192.168.10.17,6,2017-05-07 08:58:00,443,52582,0,0,0,0,1,0,0,0,11.66666667,3,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:47:00,61699,53,0,0,0,0,0,0,0,0,105.0,23579,0,0
192.168.10.15,209.48.71.154,6,2017-05-07 08:56:00,49677,80,0,0,0,1,0,0,0,0,1174.38748,116945326,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:53:00,62047,53,0,0,0,0,0,0,0,0,89.0,23501,0,0
192.168.10.17,192.82.242.21,6,2017-05-07 08:58:00,52589,443,0,0,0,1,0,0,0,0,278.3684211,79954,0,0
192.168.10.15,209.48.71.154,6,2017-05-07 08:58:00,49677,80,0,0,0,0,1,0,0,0,6.0,70,0,0
192.82.242.21,192.168.10.17,6,2017-05-07 08:58:00,443,52589,0,0,0,0,1,0,0,0,11.66666667,4,0,0
192.168.10.17,192.82.242.21,6,2017-05-07 08:58:00,52590,443,0,0,0,1,0,0,0,0,288.4444444,83678,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:47:00,60324,53,0,0,0,0,0,0,0,0,59.33333333,79943,0,0
192.82.242.21,192.168.10.17,6,2017-05-07 08:58:00,443,52590,0,0,0,0,1,0,0,0,11.66666667,3,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:55:00,61005,53,0,0,0,0,0,0,0,0,64.66666667,95135,0,0
192.168.10.5,172.217.10.102,6,2017-05-07 08:56:00,49644,443,0,1,0,0,1,0,0,0,31.45454545,117575429,1,0
192.168.10.5,172.217.6.226,6,2017-05-07 08:56:00,49666,443,0,1,0,0,1,0,0,0,31.45454545,117575380,1,0
192.168.10.5,172.217.1.166,6,2017-05-07 08:56:00,49665,443,0,1,0,0,1,0,0,0,31.45454545,117559694,1,0
192.168.10.5,172.217.10.102,6,2017-05-07 08:58:00,49644,443,0,1,0,0,1,0,0,0,32.25,18554,1,0
192.168.10.5,52.55.138.44,6,2017-05-07 08:58:00,49750,443,0,1,0,0,1,0,0,0,32.42857143,4253204,1,0
192.168.10.5,172.217.6.226,6,2017-05-07 08:58:00,49666,443,0,1,0,0,1,0,0,0,32.25,18946,1,0
192.168.10.5,172.217.1.166,6,2017-05-07 08:58:00,49665,443,0,1,0,0,1,0,0,0,32.25,18994,1,0
172.217.1.166,192.168.10.5,6,2017-05-07 08:58:00,443,49665,0,0,0,0,1,0,0,0,6.0,4,0,0
172.217.10.102,192.168.10.5,6,2017-05-07 08:58:00,443,49644,0,0,0,0,1,0,0,0,6.0,4,0,0
172.217.6.226,192.168.10.5,6,2017-05-07 08:58:00,443,49666,0,0,0,0,1,0,0,0,6.0,3,0,0
52.55.138.44,192.168.10.5,6,2017-05-07 08:58:00,443,49750,0,0,0,0,1,0,0,0,6.0,218,0,0
192.168.10.16,158.69.223.100,17,2017-05-07 08:56:00,123,123,0,0,0,0,0,0,0,0,48.0,68016737,0,0
192.82.242.21,192.168.10.17,6,2017-05-07 08:58:00,443,52590,0,0,0,0,1,0,0,0,9.4,1007327,0,0
192.168.10.5,172.217.10.226,6,2017-05-07 08:57:00,49368,443,0,1,0,0,1,0,0,0,32.5,62710258,1,0
192.168.10.5,172.217.11.2,6,2017-05-07 08:58:00,49418,443,0,1,0,0,1,0,0,0,32.42857143,4241845,1,0
172.217.10.226,192.168.10.5,6,2017-05-07 08:58:00,443,49368,0,0,0,0,1,0,0,0,6.0,3,0,0
172.217.11.2,192.168.10.5,6,2017-05-07 08:58:00,443,49418,0,0,0,0,1,0,0,0,6.0,4,0,0
192.168.10.17,61.213.187.246,6,2017-05-07 08:58:00,54302,443,0,0,0,1,0,0,0,0,299.5294118,2747319,0,0
192.168.10.17,61.213.187.246,6,2017-05-07 08:58:00,54302,443,0,0,0,0,1,0,0,0,6.0,163,0,0
192.168.10.17,91.189.89.240,6,2017-05-07 08:58:00,33916,80,0,0,0,1,0,0,0,0,0.0,5896832,0,0
192.168.10.5,52.40.81.184,6,2017-05-07 08:57:00,49798,443,0,0,0,1,0,0,0,0,346.28125,60824079,0,0
192.168.10.9,172.224.7.164,6,2017-05-07 08:57:00,14266,443,0,1,0,0,1,0,0,0,32.5,63566085,1,0
52.40.81.184,192.168.10.5,6,2017-05-07 08:58:00,443,49798,0,0,0,0,1,0,0,0,6.0,11203,0,0
172.224.7.164,192.168.10.9,6,2017-05-07 08:58:00,443,14266,0,0,0,0,1,0,0,0,12.25,5,0,0
192.168.10.5,172.217.10.66,6,2017-05-07 08:57:00,49327,443,0,1,0,0,1,0,0,0,32.5,62703288,1,0
172.217.10.66,192.168.10.5,6,2017-05-07 08:58:00,443,49327,0,0,0,0,1,0,0,0,6.0,4,0,0
192.168.10.8,35.160.100.86,6,2017-05-07 08:56:00,49419,443,0,0,0,1,0,0,0,0,172.8461538,115381616,0,0
192.168.10.17,178.255.83.1,6,2017-05-07 08:58:00,38501,80,0,0,0,1,0,0,0,0,0.0,3400630,0,0
35.160.100.86,192.168.10.8,6,2017-05-07 08:58:00,443,49419,0,0,0,0,1,0,0,0,12.25,322,0,0
192.168.10.9,173.223.152.168,6,2017-05-07 08:57:00,14183,443,0,1,0,0,1,0,0,0,32.5,64568315,1,0
173.223.152.168,192.168.10.9,6,2017-05-07 08:58:00,443,14183,0,0,0,0,1,0,0,0,12.25,213,0,0
192.168.10.17,153.149.96.48,6,2017-05-07 08:58:00,40128,80,0,0,0,1,0,0,0,0,355.6666667,3401196,0,0
192.168.10.17,153.149.96.48,6,2017-05-07 08:58:00,40127,80,0,0,0,1,0,0,0,0,355.6666667,3435738,0,0
192.168.10.17,104.16.25.216,6,2017-05-07 08:58:00,33229,80,0,0,0,1,0,0,0,0,2.4,5131442,0,0
192.168.10.17,23.50.75.27,6,2017-05-07 08:58:00,50014,80,0,0,0,1,0,0,0,0,0.0,5258426,0,0
192.168.10.17,74.119.118.94,6,2017-05-07 08:58:00,39967,443,0,0,0,1,0,0,0,0,287.625,5436775,0,0
192.168.10.17,74.119.118.94,6,2017-05-07 08:58:00,39964,443,0,0,0,1,0,0,0,0,272.5882353,5469308,0,0
192.168.10.17,72.21.91.29,6,2017-05-07 08:58:00,56602,80,0,0,0,1,0,0,0,0,0.0,5663832,0,0
192.168.10.17,104.16.25.216,6,2017-05-07 08:58:00,33230,80,0,0,0,1,0,0,0,0,2.4,5131700,0,0
74.119.118.94,192.168.10.17,6,2017-05-07 08:58:00,443,39967,0,0,0,0,1,0,0,0,0.0,3,0,0
74.119.118.94,192.168.10.17,6,2017-05-07 08:58:00,443,39964,0,0,0,0,1,0,0,0,0.0,1,0,0
192.168.10.17,72.21.91.29,6,2017-05-07 08:58:00,56602,80,0,0,0,0,1,0,0,0,0.0,10,0,0
192.168.10.17,52.193.250.72,6,2017-05-07 08:58:00,33165,443,0,0,0,1,0,0,0,0,245.05,6323575,0,0
192.168.10.17,153.149.96.48,6,2017-05-07 08:58:00,40130,80,0,0,0,1,0,0,0,0,0.0,5887825,0,0
192.168.10.17,153.149.96.48,6,2017-05-07 08:58:00,40129,80,0,0,0,1,0,0,0,0,0.0,5901931,0,0
192.168.10.12,192.168.10.50,6,2017-05-07 08:53:00,37082,139,0,1,0,0,1,0,0,0,2.4,66,1,0
192.168.10.15,192.168.10.3,17,2017-05-07 08:56:00,123,123,0,0,0,0,0,0,0,0,48.0,118,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:49:00,61445,53,0,0,0,0,0,0,0,0,69.66666667,24154,0,0
192.168.10.19,192.168.10.255,17,2017-05-07 08:55:00,138,138,0,0,0,0,0,0,0,0,235.0,22,0,0
192.168.10.25,192.168.10.50,6,2017-05-07 08:58:00,49236,139,0,0,0,1,0,0,0,0,70.95,62471,0,0
192.168.10.25,192.168.10.50,6,2017-05-07 08:58:00,49236,139,0,0,0,0,1,1,0,0,0.0,11818,0,0
192.168.10.8,72.21.91.29,6,2017-05-07 08:56:00,49428,80,0,0,0,1,0,0,0,0,109.2105263,110901969,0,0
192.168.10.8,72.21.91.29,6,2017-05-07 08:56:00,49420,80,0,0,0,1,0,0,0,0,156.425,111615213,0,0
192.168.10.8,72.21.91.29,6,2017-05-07 08:56:00,49427,80,0,0,0,1,0,0,0,0,150.6585366,111072868,0,0
192.168.10.17,68.67.178.110,6,2017-05-07 08:58:00,34281,443,0,0,0,1,0,0,0,0,603.7037037,10166534,0,0
192.168.10.17,68.67.180.45,6,2017-05-07 08:58:00,33907,443,0,0,0,1,0,0,0,0,412.7142857,10105194,0,0
192.168.10.17,52.69.143.104,6,2017-05-07 08:58:00,36119,443,0,0,0,1,0,0,0,0,257.3888889,11348749,0,0
192.168.10.17,182.22.24.252,6,2017-05-07 08:58:00,56790,443,0,0,0,1,0,0,0,0,262.6666667,11739036,0,0
192.168.10.17,182.22.24.252,6,2017-05-07 08:58:00,56790,443,0,0,0,0,1,0,0,0,0.0,158,0,0
192.168.10.8,54.187.228.155,6,2017-05-07 08:58:00,49501,443,0,0,0,1,0,0,0,0,223.8125,5206119,0,0
54.187.228.155,192.168.10.8,6,2017-05-07 08:58:00,443,49501,0,1,0,0,1,0,0,0,22.66666667,3,1,0
192.168.10.17,169.55.70.195,6,2017-05-07 08:58:00,54905,443,0,0,0,1,0,0,0,0,524.4761905,15456793,0,0
192.168.10.17,169.55.70.195,6,2017-05-07 08:58:00,54905,443,0,0,0,0,1,0,0,0,0.0,166,0,0
192.168.10.17,72.30.3.43,6,2017-05-07 08:58:00,48665,443,0,0,0,1,0,0,0,0,261.6818182,15418201,0,0
192.168.10.17,72.30.3.43,6,2017-05-07 08:58:00,48665,443,0,0,0,0,1,0,0,0,0.0,56,0,0
192.168.10.17,14.128.26.213,6,2017-05-07 08:58:00,44186,443,0,0,0,1,0,0,0,0,229.4761905,15664335,0,0
192.168.10.17,14.128.26.213,6,2017-05-07 08:58:00,44186,443,0,0,0,0,1,0,0,0,0.0,161,0,0
192.168.10.17,72.30.3.43,6,2017-05-07 08:58:00,48679,443,0,0,0,1,0,0,0,0,253.047619,15944222,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:51:00,62348,53,0,0,0,0,0,0,0,0,77.2,3352834,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:56:00,61519,53,0,0,0,0,0,0,0,0,105.0,54773,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:55:00,61372,53,0,0,0,0,0,0,0,0,71.33333333,48213,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:54:00,61577,53,0,0,0,0,0,0,0,0,137.6666667,25644,0,0
192.168.10.8,72.21.91.29,6,2017-05-07 08:56:00,49430,80,0,0,0,1,0,0,0,0,147.2142857,119988800,0,0
192.168.10.5,172.217.9.238,6,2017-05-07 08:55:00,49796,443,0,0,0,1,0,0,0,0,174.7777778,117059546,0,0
192.168.10.5,172.217.10.35,6,2017-05-07 08:55:00,49795,443,0,0,0,1,0,0,0,0,195.8518519,117083930,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:47:00,61575,53,0,0,0,0,0,0,0,0,101.3333333,121965,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:56:00,61884,53,0,0,0,0,0,0,0,0,71.33333333,32691,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:51:00,61711,53,0,0,0,0,0,0,0,0,80.66666667,85272,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:49:00,60272,53,0,0,0,0,0,0,0,0,65.0,29591,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:49:00,60960,53,0,0,0,0,0,0,0,0,65.33333333,50488,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:52:00,62388,53,0,0,0,0,0,0,0,0,65.66666667,383133,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:52:00,61885,53,0,0,0,0,0,0,0,0,78.33333333,46339,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:51:00,61467,53,0,0,0,0,0,0,0,0,65.66666667,1118153,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:51:00,60680,53,0,0,0,0,0,0,0,0,82.33333333,60377,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:53:00,61667,53,0,0,0,0,0,0,0,0,55.33333333,23541,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:47:00,61987,53,0,0,0,0,0,0,0,0,51.33333333,26919,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:54:00,61185,53,0,0,0,0,0,0,0,0,130.6666667,62214,0,0
192.168.10.25,209.244.156.19,6,2017-05-07 08:58:00,49274,80,0,0,0,1,0,0,0,0,161.1666667,63593,0,0
192.168.10.25,209.244.156.19,6,2017-05-07 08:58:00,49274,80,0,0,0,0,1,0,0,0,0.0,478,0,0
192.168.10.25,104.244.43.144,6,2017-05-07 08:58:00,49285,80,0,0,0,1,0,0,0,0,314.6666667,49310,0,0
192.168.10.25,104.199.123.9,6,2017-05-07 08:58:00,49282,80,0,0,0,1,0,0,0,0,138.25,163721,0,0
192.168.10.25,104.199.123.9,6,2017-05-07 08:58:00,49283,80,0,0,0,1,0,0,0,0,138.25,165858,0,0
192.168.10.25,104.199.123.9,6,2017-05-07 08:58:00,49282,80,0,0,0,0,1,0,0,0,0.0,85,0,0
192.168.10.25,54.69.176.113,6,2017-05-07 08:58:00,49289,80,0,0,0,1,0,0,0,0,151.6666667,178999,0,0
192.168.10.25,72.21.91.12,6,2017-05-07 08:58:00,49296,80,0,0,0,1,0,0,0,0,74.11111111,48697,0,0
192.168.10.25,72.21.91.12,6,2017-05-07 08:58:00,49297,80,0,0,0,1,0,0,0,0,74.11111111,49008,0,0
