Source IP,Destination IP,Protocol,Timestamp,Source Port,Destination Port,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Length,IAT,SYN_ACK_Count,labels
192.168.10.3,192.168.10.1,17,2017-05-07 08:55:00,62149,53,0,0,0,0,0,0,0,0,76.33333333,23413,0,0
192.168.10.12,129.146.13.96,6,2017-05-07 09:09:00,42442,80,0,0,0,1,0,0,0,0,41.47619048,65210704,0,0
192.168.10.9,192.168.10.3,17,2017-05-07 08:51:00,61475,53,0,0,0,0,0,0,0,0,53.8,183,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:58:00,60895,53,0,0,0,0,0,0,0,0,45.33333333,47835,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14859,80,0,0,0,1,0,0,0,0,164.0,888594,0,0
192.168.10.9,104.88.12.52,6,2017-05-07 09:10:00,14848,443,0,0,0,1,0,0,0,0,162.0666667,1216067,0,0
192.168.10.9,192.168.10.3,17,2017-05-07 09:06:00,65089,53,0,0,0,0,0,0,0,0,52.0,323567,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14863,80,0,0,0,1,0,0,0,0,164.0,471204,0,0
192.168.10.9,72.167.239.239,6,2017-05-07 09:10:00,14860,80,0,0,0,1,0,0,0,0,339.0,700053,0,0
192.168.10.9,72.167.239.239,6,2017-05-07 09:10:00,14858,80,0,0,0,1,0,0,0,0,339.0,1012753,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14859,80,0,0,0,0,1,0,0,0,6.0,229556,0,0
192.168.10.9,104.88.12.52,6,2017-05-07 09:10:00,14848,443,0,0,0,0,1,0,0,0,6.0,217136,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:54:00,61388,53,0,0,0,0,0,0,0,0,96.71428571,6317337,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:53:00,62223,53,0,0,0,0,0,0,0,0,65.33333333,60126,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:02:00,62403,53,0,0,0,0,0,0,0,0,56.0,77714,0,0
192.168.10.9,104.88.12.52,6,2017-05-07 09:10:00,14861,443,0,0,0,1,0,0,0,0,59.61538462,1035409,0,0
104.88.12.52,192.168.10.9,6,2017-05-07 09:10:00,443,14861,0,0,0,0,1,0,0,0,12.25,49,0,0
192.168.10.9,72.167.239.239,6,2017-05-07 09:10:00,14872,80,0,0,0,1,0,0,0,0,339.0,883287,0,0
192.168.10.9,54.239.17.112,6,2017-05-07 09:10:00,14757,443,0,0,0,1,0,0,0,0,40.25,5712667,0,0
192.168.10.9,52.20.113.186,6,2017-05-07 09:10:00,14758,443,0,0,0,1,0,0,0,0,214.3125,5609935,0,0
192.168.10.9,72.5.205.18,6,2017-05-07 09:10:00,14741,443,0,0,0,1,0,0,0,0,262.6428571,6278258,0,0
192.168.10.9,173.241.242.220,6,2017-05-07 09:10:00,14731,443,0,0,0,1,0,0,0,0,256.3333333,6542930,0,0
192.168.10.9,173.241.242.220,6,2017-05-07 09:10:00,14732,443,0,0,0,1,0,0,0,0,274.6428571,6542964,0,0
192.168.10.9,72.167.239.239,6,2017-05-07 09:10:00,14860,80,0,0,0,0,1,0,0,0,6.0,448714,0,0
192.168.10.9,72.167.239.239,6,2017-05-07 09:10:00,14858,80,0,0,0,0,1,0,0,0,6.0,447455,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14863,80,0,0,0,0,1,0,0,0,6.0,454444,0,0
72.5.205.18,192.168.10.9,6,2017-05-07 09:10:00,443,14741,0,1,0,0,1,0,0,0,22.66666667,2,1,0
173.241.242.220,192.168.10.9,6,2017-05-07 09:10:00,443,14731,0,1,0,0,1,0,0,0,154.3333333,3,1,0
173.241.242.220,192.168.10.9,6,2017-05-07 09:10:00,443,14732,0,1,0,0,1,0,0,0,154.3333333,4,1,0
52.20.113.186,192.168.10.9,6,2017-05-07 09:10:00,443,14758,0,1,0,0,1,0,0,0,22.66666667,3,1,0
54.239.17.112,192.168.10.9,6,2017-05-07 09:10:00,443,14757,0,0,0,0,1,0,0,0,6.0,3,0,0
192.168.10.9,72.167.239.239,6,2017-05-07 09:10:00,14872,80,0,0,0,0,1,0,0,0,6.0,225068,0,0
192.168.10.9,34.195.152.178,6,2017-05-07 09:10:00,14844,443,0,0,0,1,0,0,0,0,370.5294118,2367586,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14876,80,0,0,0,1,0,0,0,0,146.6666667,724470,0,0
34.195.152.178,192.168.10.9,6,2017-05-07 09:10:00,443,14844,0,1,0,0,1,0,0,0,22.66666667,4,1,0
192.168.10.19,199.182.221.110,17,2017-05-07 09:08:00,123,123,0,0,0,0,0,0,0,0,48.0,66072026,0,0
192.168.10.15,64.4.54.254,6,2017-05-07 09:09:00,49742,443,0,0,0,1,0,0,0,0,411.7058824,60355389,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14885,80,0,0,0,1,0,0,0,0,164.0,325205,0,0
192.168.10.9,192.168.10.3,17,2017-05-07 08:55:00,55171,53,0,0,0,0,0,0,0,0,38.4,60915,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:07:00,60802,53,0,0,0,0,0,0,0,0,77.33333333,227264,0,0
192.168.10.9,192.168.10.3,17,2017-05-07 08:51:00,50627,53,0,0,0,0,0,0,0,0,46.4,169,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14885,80,0,0,0,0,1,0,0,0,6.0,180718,0,0
192.168.10.9,52.55.225.127,6,2017-05-07 09:10:00,14862,443,0,0,0,1,0,0,0,0,247.2666667,1730055,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:58:00,60587,53,0,0,0,0,0,0,0,0,84.66666667,24007,0,0
52.55.225.127,192.168.10.9,6,2017-05-07 09:10:00,443,14862,0,1,0,0,1,0,0,0,22.66666667,4,1,0
192.168.10.9,52.73.182.133,6,2017-05-07 09:10:00,14754,443,0,0,0,1,0,0,0,0,270.1875,6527979,0,0
192.168.10.9,198.51.152.178,6,2017-05-07 09:10:00,14761,443,0,0,0,1,0,0,0,0,382.3636364,6401280,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14898,80,0,0,0,1,0,0,0,0,164.25,408228,0,0
192.168.10.9,156.154.200.36,6,2017-05-07 09:10:00,14874,443,0,0,0,1,0,0,0,0,337.5555556,1764827,0,0
192.168.10.9,198.51.152.178,6,2017-05-07 09:10:00,14761,443,0,0,0,0,1,0,0,0,6.0,74225,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,61817,53,0,0,0,0,0,0,0,0,115.3333333,564,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:45:00,60833,53,0,0,0,0,0,0,0,0,69.33333333,1078625,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14888,80,0,0,0,1,0,0,0,0,164.0,799442,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:51:00,61340,53,0,0,0,0,0,0,0,0,68.0,49309,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:55:00,60315,53,0,0,0,0,0,0,0,0,115.0,24736,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:52:00,61835,53,0,0,0,0,0,0,0,0,65.33333333,49258,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,62477,53,0,0,0,0,0,0,0,0,57.33333333,23404,0,0
192.168.10.9,66.242.15.113,6,2017-05-07 09:10:00,14853,443,0,0,0,1,0,0,0,0,373.1333333,2693928,0,0
192.168.10.9,63.251.248.131,6,2017-05-07 09:10:00,14839,443,0,0,0,1,0,0,0,0,281.4736842,3275424,0,0
192.168.10.17,108.61.56.35,17,2017-05-07 09:08:00,123,123,0,0,0,0,0,0,0,0,48.0,69024004,0,0
192.168.10.9,68.67.180.45,6,2017-05-07 09:10:00,14788,443,0,0,0,1,0,0,0,0,69.63636364,5994134,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:49:00,62307,53,0,0,0,0,0,0,0,0,64.8,117165313,0,0
68.67.180.45,192.168.10.9,6,2017-05-07 09:10:00,443,14788,0,0,0,0,1,0,0,0,6.0,3674,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,60993,53,0,0,0,0,0,0,0,0,67.66666667,48153,0,0
192.168.10.9,192.168.10.3,17,2017-05-07 08:47:00,56287,53,0,0,0,0,0,0,0,0,72.0,49211,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:54:00,61797,53,0,0,0,0,0,0,0,0,118.0,1044147,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:49:00,61630,53,0,0,0,0,0,0,0,0,82.4,112126686,0,0
192.168.10.19,144.217.240.204,17,2017-05-07 09:08:00,123,123,0,0,0,0,0,0,0,0,48.0,67016255,0,0
192.168.10.9,172.217.12.130,6,2017-05-07 09:10:00,14881,443,0,0,0,1,0,0,0,0,205.5714286,1552371,0,0
192.168.10.9,172.217.12.130,6,2017-05-07 09:10:00,14882,443,0,0,0,1,0,0,0,0,213.037037,1552433,0,0
192.168.10.9,63.251.248.131,6,2017-05-07 09:10:00,14839,443,0,0,0,0,1,0,0,0,17.75,283032,0,0
192.168.10.9,172.217.12.130,6,2017-05-07 09:10:00,14881,443,0,0,0,0,1,0,0,0,6.0,11,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14888,80,0,0,0,0,1,0,0,0,6.0,538163,0,0
192.168.10.9,156.154.200.36,6,2017-05-07 09:10:00,14874,443,0,0,0,0,1,0,0,0,17.75,569473,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14898,80,0,0,0,0,1,0,0,0,6.0,694045,0,0
192.168.10.9,172.217.12.130,6,2017-05-07 09:10:00,14892,443,0,0,0,1,0,0,0,0,217.0909091,1557470,0,0
192.168.10.9,172.217.12.130,6,2017-05-07 09:10:00,14893,443,0,0,0,1,0,0,0,0,180.0740741,1557532,0,0
192.168.10.9,172.217.12.130,6,2017-05-07 09:10:00,14894,443,0,0,0,1,0,0,0,0,209.0434783,1557710,0,0
192.168.10.9,216.58.212.131,6,2017-05-07 09:10:00,14899,443,0,0,0,1,0,0,0,0,75.5,1370908,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:56:00,60947,53,0,0,0,0,0,0,0,0,71.33333333,30601,0,0
216.58.212.131,192.168.10.9,6,2017-05-07 09:10:00,443,14899,0,0,0,0,1,0,0,0,12.4,118896,0,0
192.168.10.9,192.168.10.3,17,2017-05-07 09:06:00,62356,53,0,0,0,0,0,0,0,0,34.8,149,0,0
192.168.10.9,192.168.10.3,17,2017-05-07 08:47:00,62439,53,0,0,0,0,0,0,0,0,103.2,159,0,0
192.168.10.9,63.251.98.12,6,2017-05-07 09:10:00,14905,443,0,0,0,1,0,0,0,0,413.5,1186039,0,0
192.168.10.9,63.251.98.12,6,2017-05-07 09:10:00,14897,443,0,0,0,1,0,0,0,0,409.8666667,1696324,0,0
192.168.10.9,54.173.13.65,6,2017-05-07 09:10:00,14813,443,0,0,0,1,0,0,0,0,290.8461538,5931850,0,0
192.168.10.9,173.241.242.143,6,2017-05-07 09:10:00,14814,443,0,0,0,1,0,0,0,0,237.375,5903869,0,0
173.241.242.143,192.168.10.9,6,2017-05-07 09:10:00,443,14814,0,1,0,0,1,0,0,0,154.3333333,3,1,0
54.173.13.65,192.168.10.9,6,2017-05-07 09:10:00,443,14813,0,1,0,0,1,0,0,0,117.75,5,1,0
192.168.10.19,158.69.125.231,17,2017-05-07 09:08:00,123,123,0,0,0,0,0,0,0,0,48.0,69016281,0,0
192.168.10.9,156.154.200.36,6,2017-05-07 09:10:00,14917,443,0,0,0,1,0,0,0,0,96.71428571,795058,0,0
192.168.10.9,63.251.98.12,6,2017-05-07 09:10:00,14864,443,0,0,0,1,0,0,0,0,446.047619,3422051,0,0
192.168.10.9,69.172.216.56,6,2017-05-07 09:10:00,14910,443,0,0,0,1,0,0,0,0,989.3442623,1346233,0,0
192.168.10.9,63.251.98.12,6,2017-05-07 09:10:00,14864,443,0,0,0,0,1,0,0,0,6.0,129449,0,0
192.168.10.9,69.172.216.56,6,2017-05-07 09:10:00,14910,443,0,0,0,0,1,0,0,0,6.0,149224,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:51:00,61227,53,0,0,0,0,0,0,0,0,63.0,86855,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:00:00,60106,53,0,0,0,0,0,0,0,0,80.33333333,23328,0,0
192.168.10.14,198.41.214.184,6,2017-05-07 09:09:00,49760,80,0,0,0,1,0,0,0,0,170.5294118,46033187,0,0
192.168.10.14,198.41.214.184,6,2017-05-07 09:10:00,49760,80,0,0,0,0,1,0,0,0,6.0,69,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:02:00,61261,53,0,0,0,0,0,0,0,0,122.2,33684751,0,0
192.168.10.9,68.67.178.138,6,2017-05-07 09:10:00,14695,443,0,0,0,1,0,0,0,0,622.1666667,10560035,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:47:00,62325,53,0,0,0,0,0,0,0,0,64.0,60336,0,0
192.168.10.9,68.67.178.138,6,2017-05-07 09:10:00,14699,443,0,0,0,1,0,0,0,0,575.826087,10573729,0,0
192.168.10.9,156.154.200.36,6,2017-05-07 09:10:00,14917,443,0,0,0,0,1,0,0,0,17.75,387952,0,0
192.168.10.9,68.67.178.138,6,2017-05-07 09:10:00,14697,443,0,0,0,1,0,0,0,0,621.25,10576888,0,0
192.168.10.9,68.67.178.138,6,2017-05-07 09:10:00,14698,443,0,0,0,1,0,0,0,0,648.826087,10600946,0,0
192.168.10.9,68.67.178.138,6,2017-05-07 09:10:00,14699,443,0,0,0,0,1,0,0,0,6.0,44197,0,0
192.168.10.9,68.67.178.138,6,2017-05-07 09:10:00,14695,443,0,0,0,0,1,0,0,0,6.0,58533,0,0
192.168.10.9,68.67.178.138,6,2017-05-07 09:10:00,14697,443,0,0,0,0,1,0,0,0,6.0,42713,0,0
192.168.10.9,68.67.178.138,6,2017-05-07 09:10:00,14698,443,0,0,0,0,1,0,0,0,6.0,18658,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,60619,53,0,0,0,0,0,0,0,0,106.0,31208,0,0
192.168.10.9,52.22.202.224,6,2017-05-07 09:10:00,14826,443,0,0,0,1,0,0,0,0,324.75,5971980,0,0
192.168.10.9,50.16.136.203,6,2017-05-07 09:10:00,14833,443,0,0,0,1,0,0,0,0,233.9333333,5432678,0,0
192.168.10.9,52.205.79.28,6,2017-05-07 09:10:00,14834,443,0,0,0,1,0,0,0,0,235.4666667,5431854,0,0
52.22.202.224,192.168.10.9,6,2017-05-07 09:10:00,443,14826,0,1,0,0,1,0,0,0,22.66666667,17,1,0
50.16.136.203,192.168.10.9,6,2017-05-07 09:10:00,443,14833,0,1,0,0,1,0,0,0,22.66666667,3,1,0
52.205.79.28,192.168.10.9,6,2017-05-07 09:10:00,443,14834,0,1,0,0,1,0,0,0,22.66666667,3,1,0
192.168.10.9,198.51.152.184,6,2017-05-07 09:10:00,14762,443,0,0,0,1,0,0,0,0,377.08,8842976,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14901,80,0,0,0,1,0,0,0,0,131.4,2719933,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14907,80,0,0,0,1,0,0,0,0,131.4,2115742,0,0
192.168.10.9,54.173.13.65,6,2017-05-07 09:10:00,14801,443,0,0,0,1,0,0,0,0,315.0,7541938,0,0
192.168.10.9,198.51.152.184,6,2017-05-07 09:10:00,14762,443,0,0,0,0,1,0,0,0,6.0,53711,0,0
192.168.10.9,54.173.13.65,6,2017-05-07 09:10:00,14801,443,0,0,0,0,1,0,0,0,6.0,26914,0,0
192.168.10.9,69.172.216.56,6,2017-05-07 09:10:00,14935,443,0,0,0,1,0,0,0,0,463.6875,189678,0,0
192.168.10.9,69.172.216.111,6,2017-05-07 09:10:00,14940,443,0,0,0,1,0,0,0,0,413.4285714,194274,0,0
192.168.10.9,69.172.216.111,6,2017-05-07 09:10:00,14941,443,0,0,0,1,0,0,0,0,408.2142857,195438,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14901,80,0,0,0,0,1,0,0,0,6.0,89590,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14907,80,0,0,0,0,1,0,0,0,6.0,89631,0,0
192.168.10.9,199.166.0.200,6,2017-05-07 09:10:00,14934,443,0,0,0,1,0,0,0,0,447.0526316,268523,0,0
192.168.10.12,192.168.10.3,17,2017-05-07 09:08:00,123,123,0,0,0,0,0,0,0,0,48.0,79,0,0
192.168.10.9,69.172.216.111,6,2017-05-07 09:10:00,14940,443,0,0,0,0,1,0,0,0,6.0,138487,0,0
192.168.10.9,69.172.216.111,6,2017-05-07 09:10:00,14941,443,0,0,0,0,1,0,0,0,6.0,137293,0,0
192.168.10.9,69.172.216.56,6,2017-05-07 09:10:00,14935,443,0,0,0,0,1,0,0,0,6.0,143886,0,0
192.168.10.9,199.166.0.200,6,2017-05-07 09:10:00,14934,443,0,0,0,0,1,0,0,0,6.0,130700,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,62180,53,0,0,0,0,0,0,0,0,95.0,87234,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:07:00,62366,53,0,0,0,0,0,0,0,0,84.66666667,50370,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:48:00,62008,53,0,0,0,0,0,0,0,0,89.4,88337390,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:06:00,61358,53,0,0,0,0,0,0,0,0,55.33333333,454,0,0
192.168.10.9,192.168.10.3,17,2017-05-07 09:02:00,57533,53,0,0,0,0,0,0,0,0,81.6,59312,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:58:00,61519,53,0,0,0,0,0,0,0,0,76.0,301005,0,0
192.168.10.9,69.172.216.111,6,2017-05-07 09:10:00,14937,443,0,0,0,1,0,0,0,0,315.8421053,599404,0,0
192.168.10.9,69.172.216.111,6,2017-05-07 09:10:00,14937,443,0,0,0,0,1,0,0,0,6.0,33055,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:51:00,60708,53,0,0,0,0,0,0,0,0,86.2,46329718,0,0
192.168.10.9,69.172.216.111,6,2017-05-07 09:10:00,14948,443,0,0,0,1,0,0,0,0,431.1428571,103369,0,0
192.168.10.9,69.172.216.111,6,2017-05-07 09:10:00,14948,443,0,0,0,0,1,0,0,0,6.0,16258,0,0
192.168.10.9,192.168.10.3,17,2017-05-07 08:51:00,51430,53,0,0,0,0,0,0,0,0,71.6,248104,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:51:00,60459,53,0,0,0,0,0,0,0,0,68.33333333,59829,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,60333,53,0,0,0,0,0,0,0,0,75.0,434,0,0
192.168.10.17,52.79.87.176,6,2017-05-07 09:08:00,60326,443,0,1,0,0,1,0,0,0,17.45454545,99996971,1,0
192.168.10.9,192.168.10.3,17,2017-05-07 09:02:00,61804,53,0,0,0,0,0,0,0,0,40.4,161,0,0
192.168.10.9,63.251.248.131,6,2017-05-07 09:10:00,14851,443,0,0,0,1,0,0,0,0,266.25,5894218,0,0
192.168.10.9,104.193.83.57,6,2017-05-07 09:10:00,14852,443,0,0,0,1,0,0,0,0,245.1333333,5894286,0,0
192.168.10.9,52.207.199.11,6,2017-05-07 09:10:00,14854,443,0,0,0,1,0,0,0,0,316.4117647,5894258,0,0
192.168.10.9,8.43.72.97,6,2017-05-07 09:10:00,14855,443,0,0,0,1,0,0,0,0,228.1333333,5730152,0,0
192.168.10.9,151.101.208.239,6,2017-05-07 09:10:00,14843,443,0,0,0,1,0,0,0,0,64.75,6363140,0,0
151.101.208.239,192.168.10.9,6,2017-05-07 09:10:00,443,14843,0,0,0,0,1,0,0,0,12.25,5,0,0
52.207.199.11,192.168.10.9,6,2017-05-07 09:10:00,443,14854,0,1,0,0,1,0,0,0,22.66666667,3,1,0
63.251.248.131,192.168.10.9,6,2017-05-07 09:10:00,443,14851,0,0,0,0,1,0,0,0,6.0,4,0,0
192.168.10.9,107.20.223.203,6,2017-05-07 09:10:00,14875,443,0,0,0,1,0,0,0,0,345.0,5241145,0,0
192.168.10.9,198.8.70.211,6,2017-05-07 09:10:00,14746,443,0,0,0,1,0,0,0,0,315.2105263,11054267,0,0
192.168.10.9,54.236.247.67,6,2017-05-07 09:10:00,14871,443,0,0,0,1,0,0,0,0,70.45454545,6090074,0,0
192.168.10.9,74.119.118.66,6,2017-05-07 09:10:00,14870,443,0,0,0,1,0,0,0,0,335.6,6090330,0,0
74.119.118.66,192.168.10.9,6,2017-05-07 09:10:00,443,14870,0,0,0,0,1,0,0,0,6.0,231,0,0
54.236.247.67,192.168.10.9,6,2017-05-07 09:10:00,443,14871,0,0,0,0,1,0,0,0,6.0,6038,0,0
192.168.10.19,206.108.0.133,17,2017-05-07 09:08:00,123,123,0,0,0,0,0,0,0,0,48.0,67022091,0,0
192.168.10.19,158.69.247.184,17,2017-05-07 09:08:00,123,123,0,0,0,0,0,0,0,0,48.0,68016574,0,0
63.251.248.131,192.168.10.9,6,2017-05-07 09:10:00,443,14851,0,0,0,0,1,0,0,0,6.0,999953,0,0
192.168.10.9,34.195.152.178,6,2017-05-07 09:10:00,14829,443,0,0,0,1,0,0,0,0,355.7142857,7887317,0,0
192.168.10.9,173.194.208.109,6,2017-05-07 09:10:00,14947,465,0,0,0,1,0,0,0,0,66.11111111,1731728,0,0
192.168.10.9,173.194.208.109,6,2017-05-07 09:10:00,14947,465,0,0,0,0,1,0,0,0,13.75,798,0,0
192.168.10.9,68.67.178.138,6,2017-05-07 09:10:00,14696,443,0,0,0,1,0,0,0,0,649.025641,13329384,0,0
192.168.10.9,68.67.178.138,6,2017-05-07 09:10:00,14696,443,0,0,0,0,1,0,0,0,6.0,243,0,0
192.168.10.9,50.19.100.200,6,2017-05-07 09:10:00,14806,443,0,0,0,1,0,0,0,0,362.2916667,9419479,0,0
192.168.10.9,68.67.180.45,6,2017-05-07 09:10:00,14790,443,0,0,0,1,0,0,0,0,517.5,10618664,0,0
192.168.10.9,68.67.180.45,6,2017-05-07 09:10:00,14790,443,0,0,0,0,1,0,0,0,6.0,208,0,0
