Source IP,Destination IP,Protocol,Timestamp,Source Port,Destination Port,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Length,IAT,SYN_ACK_Count,labels
192.168.10.3,192.168.10.1,17,2017-05-07 08:50:00,60660,53,0,0,0,0,0,0,0,0,87,48209,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:54:00,61403,53,0,0,0,0,0,0,0,0,79,50078,0,0
192.168.10.9,192.168.10.3,17,2017-05-07 08:51:00,56286,53,0,0,0,0,0,0,0,0,53,158,0,0
192.168.10.9,192.168.10.3,17,2017-05-07 08:55:00,62409,53,0,0,0,0,0,0,0,0,78,73484,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:55:00,62149,53,0,0,0,0,0,0,0,0,76,23413,0,0
192.168.10.12,129.146.13.96,6,2017-05-07 09:09:00,42442,80,0,0,0,1,0,0,0,0,41,65210704,0,0
192.168.10.9,192.168.10.3,17,2017-05-07 08:51:00,61475,53,0,0,0,0,0,0,0,0,53,183,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:58:00,60895,53,0,0,0,0,0,0,0,0,45,47835,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14859,80,0,0,0,1,0,0,0,0,164,888594,0,0
192.168.10.9,104.88.12.52,6,2017-05-07 09:10:00,14848,443,0,0,0,1,0,0,0,0,162,1216067,0,0
192.168.10.9,192.168.10.3,17,2017-05-07 09:06:00,65089,53,0,0,0,0,0,0,0,0,52,323567,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14863,80,0,0,0,1,0,0,0,0,164,471204,0,0
192.168.10.9,72.167.239.239,6,2017-05-07 09:10:00,14860,80,0,0,0,1,0,0,0,0,339,700053,0,0
192.168.10.9,72.167.239.239,6,2017-05-07 09:10:00,14858,80,0,0,0,1,0,0,0,0,339,1012753,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14859,80,0,0,0,0,1,0,0,0,6,229556,0,0
192.168.10.9,104.88.12.52,6,2017-05-07 09:10:00,14848,443,0,0,0,0,1,0,0,0,6,217136,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:54:00,61388,53,0,0,0,0,0,0,0,0,96,6317337,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:53:00,62223,53,0,0,0,0,0,0,0,0,65,60126,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:02:00,62403,53,0,0,0,0,0,0,0,0,56,77714,0,0
192.168.10.9,104.88.12.52,6,2017-05-07 09:10:00,14861,443,0,0,0,1,0,0,0,0,59,1035409,0,0
104.88.12.52,192.168.10.9,6,2017-05-07 09:10:00,443,14861,0,0,0,0,1,0,0,0,12,49,0,0
192.168.10.9,72.167.239.239,6,2017-05-07 09:10:00,14872,80,0,0,0,1,0,0,0,0,339,883287,0,0
192.168.10.9,54.239.17.112,6,2017-05-07 09:10:00,14757,443,0,0,0,1,0,0,0,0,40,5712667,0,0
192.168.10.9,52.20.113.186,6,2017-05-07 09:10:00,14758,443,0,0,0,1,0,0,0,0,214,5609935,0,0
192.168.10.9,72.5.205.18,6,2017-05-07 09:10:00,14741,443,0,0,0,1,0,0,0,0,262,6278258,0,0
192.168.10.9,173.241.242.220,6,2017-05-07 09:10:00,14731,443,0,0,0,1,0,0,0,0,256,6542930,0,0
192.168.10.9,173.241.242.220,6,2017-05-07 09:10:00,14732,443,0,0,0,1,0,0,0,0,274,6542964,0,0
192.168.10.9,72.167.239.239,6,2017-05-07 09:10:00,14860,80,0,0,0,0,1,0,0,0,6,448714,0,0
192.168.10.9,72.167.239.239,6,2017-05-07 09:10:00,14858,80,0,0,0,0,1,0,0,0,6,447455,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14863,80,0,0,0,0,1,0,0,0,6,454444,0,0
72.5.205.18,192.168.10.9,6,2017-05-07 09:10:00,443,14741,0,1,0,0,1,0,0,0,22,2,1,0
173.241.242.220,192.168.10.9,6,2017-05-07 09:10:00,443,14731,0,1,0,0,1,0,0,0,154,3,1,0
173.241.242.220,192.168.10.9,6,2017-05-07 09:10:00,443,14732,0,1,0,0,1,0,0,0,154,4,1,0
52.20.113.186,192.168.10.9,6,2017-05-07 09:10:00,443,14758,0,1,0,0,1,0,0,0,22,3,1,0
54.239.17.112,192.168.10.9,6,2017-05-07 09:10:00,443,14757,0,0,0,0,1,0,0,0,6,3,0,0
192.168.10.9,72.167.239.239,6,2017-05-07 09:10:00,14872,80,0,0,0,0,1,0,0,0,6,225068,0,0
192.168.10.9,34.195.152.178,6,2017-05-07 09:10:00,14844,443,0,0,0,1,0,0,0,0,370,2367586,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14876,80,0,0,0,1,0,0,0,0,146,724470,0,0
34.195.152.178,192.168.10.9,6,2017-05-07 09:10:00,443,14844,0,1,0,0,1,0,0,0,22,4,1,0
192.168.10.19,199.182.221.110,17,2017-05-07 09:08:00,123,123,0,0,0,0,0,0,0,0,48,66072026,0,0
192.168.10.15,64.4.54.254,6,2017-05-07 09:09:00,49742,443,0,0,0,1,0,0,0,0,411,60355389,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14885,80,0,0,0,1,0,0,0,0,164,325205,0,0
192.168.10.9,192.168.10.3,17,2017-05-07 08:55:00,55171,53,0,0,0,0,0,0,0,0,38,60915,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:07:00,60802,53,0,0,0,0,0,0,0,0,77,227264,0,0
192.168.10.9,192.168.10.3,17,2017-05-07 08:51:00,50627,53,0,0,0,0,0,0,0,0,46,169,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14885,80,0,0,0,0,1,0,0,0,6,180718,0,0
192.168.10.9,52.55.225.127,6,2017-05-07 09:10:00,14862,443,0,0,0,1,0,0,0,0,247,1730055,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:58:00,60587,53,0,0,0,0,0,0,0,0,84,24007,0,0
52.55.225.127,192.168.10.9,6,2017-05-07 09:10:00,443,14862,0,1,0,0,1,0,0,0,22,4,1,0
192.168.10.9,52.73.182.133,6,2017-05-07 09:10:00,14754,443,0,0,0,1,0,0,0,0,270,6527979,0,0
192.168.10.9,198.51.152.178,6,2017-05-07 09:10:00,14761,443,0,0,0,1,0,0,0,0,382,6401280,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14898,80,0,0,0,1,0,0,0,0,164,408228,0,0
192.168.10.9,156.154.200.36,6,2017-05-07 09:10:00,14874,443,0,0,0,1,0,0,0,0,337,1764827,0,0
192.168.10.9,198.51.152.178,6,2017-05-07 09:10:00,14761,443,0,0,0,0,1,0,0,0,6,74225,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,61817,53,0,0,0,0,0,0,0,0,115,564,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:45:00,60833,53,0,0,0,0,0,0,0,0,69,1078625,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14888,80,0,0,0,1,0,0,0,0,164,799442,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:51:00,61340,53,0,0,0,0,0,0,0,0,68,49309,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:55:00,60315,53,0,0,0,0,0,0,0,0,115,24736,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:52:00,61835,53,0,0,0,0,0,0,0,0,65,49258,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,62477,53,0,0,0,0,0,0,0,0,57,23404,0,0
192.168.10.9,66.242.15.113,6,2017-05-07 09:10:00,14853,443,0,0,0,1,0,0,0,0,373,2693928,0,0
192.168.10.9,63.251.248.131,6,2017-05-07 09:10:00,14839,443,0,0,0,1,0,0,0,0,281,3275424,0,0
192.168.10.17,108.61.56.35,17,2017-05-07 09:08:00,123,123,0,0,0,0,0,0,0,0,48,69024004,0,0
192.168.10.9,68.67.180.45,6,2017-05-07 09:10:00,14788,443,0,0,0,1,0,0,0,0,69,5994134,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:49:00,62307,53,0,0,0,0,0,0,0,0,64,117165313,0,0
68.67.180.45,192.168.10.9,6,2017-05-07 09:10:00,443,14788,0,0,0,0,1,0,0,0,6,3674,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,60993,53,0,0,0,0,0,0,0,0,67,48153,0,0
192.168.10.9,192.168.10.3,17,2017-05-07 08:47:00,56287,53,0,0,0,0,0,0,0,0,72,49211,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:54:00,61797,53,0,0,0,0,0,0,0,0,118,1044147,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:49:00,61630,53,0,0,0,0,0,0,0,0,82,112126686,0,0
192.168.10.19,144.217.240.204,17,2017-05-07 09:08:00,123,123,0,0,0,0,0,0,0,0,48,67016255,0,0
192.168.10.9,172.217.12.130,6,2017-05-07 09:10:00,14881,443,0,0,0,1,0,0,0,0,205,1552371,0,0
192.168.10.9,172.217.12.130,6,2017-05-07 09:10:00,14882,443,0,0,0,1,0,0,0,0,213,1552433,0,0
192.168.10.9,63.251.248.131,6,2017-05-07 09:10:00,14839,443,0,0,0,0,1,0,0,0,17,283032,0,0
192.168.10.9,172.217.12.130,6,2017-05-07 09:10:00,14881,443,0,0,0,0,1,0,0,0,6,11,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14888,80,0,0,0,0,1,0,0,0,6,538163,0,0
192.168.10.9,156.154.200.36,6,2017-05-07 09:10:00,14874,443,0,0,0,0,1,0,0,0,17,569473,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14898,80,0,0,0,0,1,0,0,0,6,694045,0,0
192.168.10.9,172.217.12.130,6,2017-05-07 09:10:00,14892,443,0,0,0,1,0,0,0,0,217,1557470,0,0
192.168.10.9,172.217.12.130,6,2017-05-07 09:10:00,14893,443,0,0,0,1,0,0,0,0,180,1557532,0,0
192.168.10.9,172.217.12.130,6,2017-05-07 09:10:00,14894,443,0,0,0,1,0,0,0,0,209,1557710,0,0
192.168.10.9,216.58.212.131,6,2017-05-07 09:10:00,14899,443,0,0,0,1,0,0,0,0,75,1370908,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:56:00,60947,53,0,0,0,0,0,0,0,0,71,30601,0,0
216.58.212.131,192.168.10.9,6,2017-05-07 09:10:00,443,14899,0,0,0,0,1,0,0,0,12,118896,0,0
192.168.10.9,192.168.10.3,17,2017-05-07 09:06:00,62356,53,0,0,0,0,0,0,0,0,34,149,0,0
192.168.10.9,192.168.10.3,17,2017-05-07 08:47:00,62439,53,0,0,0,0,0,0,0,0,103,159,0,0
192.168.10.9,63.251.98.12,6,2017-05-07 09:10:00,14905,443,0,0,0,1,0,0,0,0,413,1186039,0,0
192.168.10.9,63.251.98.12,6,2017-05-07 09:10:00,14897,443,0,0,0,1,0,0,0,0,409,1696324,0,0
192.168.10.9,54.173.13.65,6,2017-05-07 09:10:00,14813,443,0,0,0,1,0,0,0,0,290,5931850,0,0
192.168.10.9,173.241.242.143,6,2017-05-07 09:10:00,14814,443,0,0,0,1,0,0,0,0,237,5903869,0,0
173.241.242.143,192.168.10.9,6,2017-05-07 09:10:00,443,14814,0,1,0,0,1,0,0,0,154,3,1,0
54.173.13.65,192.168.10.9,6,2017-05-07 09:10:00,443,14813,0,1,0,0,1,0,0,0,117,5,1,0
192.168.10.19,158.69.125.231,17,2017-05-07 09:08:00,123,123,0,0,0,0,0,0,0,0,48,69016281,0,0
192.168.10.9,156.154.200.36,6,2017-05-07 09:10:00,14917,443,0,0,0,1,0,0,0,0,96,795058,0,0
192.168.10.9,63.251.98.12,6,2017-05-07 09:10:00,14864,443,0,0,0,1,0,0,0,0,446,3422051,0,0
192.168.10.9,69.172.216.56,6,2017-05-07 09:10:00,14910,443,0,0,0,1,0,0,0,0,989,1346233,0,0
192.168.10.9,63.251.98.12,6,2017-05-07 09:10:00,14864,443,0,0,0,0,1,0,0,0,6,129449,0,0
192.168.10.9,69.172.216.56,6,2017-05-07 09:10:00,14910,443,0,0,0,0,1,0,0,0,6,149224,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:51:00,61227,53,0,0,0,0,0,0,0,0,63,86855,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:00:00,60106,53,0,0,0,0,0,0,0,0,80,23328,0,0
192.168.10.14,198.41.214.184,6,2017-05-07 09:09:00,49760,80,0,0,0,1,0,0,0,0,170,46033187,0,0
192.168.10.14,198.41.214.184,6,2017-05-07 09:10:00,49760,80,0,0,0,0,1,0,0,0,6,69,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:02:00,61261,53,0,0,0,0,0,0,0,0,122,33684751,0,0
192.168.10.9,68.67.178.138,6,2017-05-07 09:10:00,14695,443,0,0,0,1,0,0,0,0,622,10560035,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:47:00,62325,53,0,0,0,0,0,0,0,0,64,60336,0,0
192.168.10.9,68.67.178.138,6,2017-05-07 09:10:00,14699,443,0,0,0,1,0,0,0,0,575,10573729,0,0
192.168.10.9,156.154.200.36,6,2017-05-07 09:10:00,14917,443,0,0,0,0,1,0,0,0,17,387952,0,0
192.168.10.9,68.67.178.138,6,2017-05-07 09:10:00,14697,443,0,0,0,1,0,0,0,0,621,10576888,0,0
192.168.10.9,68.67.178.138,6,2017-05-07 09:10:00,14698,443,0,0,0,1,0,0,0,0,648,10600946,0,0
192.168.10.9,68.67.178.138,6,2017-05-07 09:10:00,14699,443,0,0,0,0,1,0,0,0,6,44197,0,0
192.168.10.9,68.67.178.138,6,2017-05-07 09:10:00,14695,443,0,0,0,0,1,0,0,0,6,58533,0,0
192.168.10.9,68.67.178.138,6,2017-05-07 09:10:00,14697,443,0,0,0,0,1,0,0,0,6,42713,0,0
192.168.10.9,68.67.178.138,6,2017-05-07 09:10:00,14698,443,0,0,0,0,1,0,0,0,6,18658,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,60619,53,0,0,0,0,0,0,0,0,106,31208,0,0
192.168.10.9,52.22.202.224,6,2017-05-07 09:10:00,14826,443,0,0,0,1,0,0,0,0,324,5971980,0,0
192.168.10.9,50.16.136.203,6,2017-05-07 09:10:00,14833,443,0,0,0,1,0,0,0,0,233,5432678,0,0
192.168.10.9,52.205.79.28,6,2017-05-07 09:10:00,14834,443,0,0,0,1,0,0,0,0,235,5431854,0,0
52.22.202.224,192.168.10.9,6,2017-05-07 09:10:00,443,14826,0,1,0,0,1,0,0,0,22,17,1,0
50.16.136.203,192.168.10.9,6,2017-05-07 09:10:00,443,14833,0,1,0,0,1,0,0,0,22,3,1,0
52.205.79.28,192.168.10.9,6,2017-05-07 09:10:00,443,14834,0,1,0,0,1,0,0,0,22,3,1,0
192.168.10.9,198.51.152.184,6,2017-05-07 09:10:00,14762,443,0,0,0,1,0,0,0,0,377,8842976,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14901,80,0,0,0,1,0,0,0,0,131,2719933,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14907,80,0,0,0,1,0,0,0,0,131,2115742,0,0
192.168.10.9,54.173.13.65,6,2017-05-07 09:10:00,14801,443,0,0,0,1,0,0,0,0,315,7541938,0,0
192.168.10.9,198.51.152.184,6,2017-05-07 09:10:00,14762,443,0,0,0,0,1,0,0,0,6,53711,0,0
192.168.10.9,54.173.13.65,6,2017-05-07 09:10:00,14801,443,0,0,0,0,1,0,0,0,6,26914,0,0
192.168.10.9,69.172.216.56,6,2017-05-07 09:10:00,14935,443,0,0,0,1,0,0,0,0,463,189678,0,0
192.168.10.9,69.172.216.111,6,2017-05-07 09:10:00,14940,443,0,0,0,1,0,0,0,0,413,194274,0,0
192.168.10.9,69.172.216.111,6,2017-05-07 09:10:00,14941,443,0,0,0,1,0,0,0,0,408,195438,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14901,80,0,0,0,0,1,0,0,0,6,89590,0,0
192.168.10.9,178.255.83.1,6,2017-05-07 09:10:00,14907,80,0,0,0,0,1,0,0,0,6,89631,0,0
192.168.10.9,199.166.0.200,6,2017-05-07 09:10:00,14934,443,0,0,0,1,0,0,0,0,447,268523,0,0
192.168.10.12,192.168.10.3,17,2017-05-07 09:08:00,123,123,0,0,0,0,0,0,0,0,48,79,0,0
192.168.10.9,69.172.216.111,6,2017-05-07 09:10:00,14940,443,0,0,0,0,1,0,0,0,6,138487,0,0
192.168.10.9,69.172.216.111,6,2017-05-07 09:10:00,14941,443,0,0,0,0,1,0,0,0,6,137293,0,0
192.168.10.9,69.172.216.56,6,2017-05-07 09:10:00,14935,443,0,0,0,0,1,0,0,0,6,143886,0,0
192.168.10.9,199.166.0.200,6,2017-05-07 09:10:00,14934,443,0,0,0,0,1,0,0,0,6,130700,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,62180,53,0,0,0,0,0,0,0,0,95,87234,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:07:00,62366,53,0,0,0,0,0,0,0,0,84,50370,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:48:00,62008,53,0,0,0,0,0,0,0,0,89,88337390,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:06:00,61358,53,0,0,0,0,0,0,0,0,55,454,0,0
192.168.10.9,192.168.10.3,17,2017-05-07 09:02:00,57533,53,0,0,0,0,0,0,0,0,81,59312,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:58:00,61519,53,0,0,0,0,0,0,0,0,76,301005,0,0
192.168.10.9,69.172.216.111,6,2017-05-07 09:10:00,14937,443,0,0,0,1,0,0,0,0,315,599404,0,0
192.168.10.9,69.172.216.111,6,2017-05-07 09:10:00,14937,443,0,0,0,0,1,0,0,0,6,33055,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:51:00,60708,53,0,0,0,0,0,0,0,0,86,46329718,0,0
192.168.10.9,69.172.216.111,6,2017-05-07 09:10:00,14948,443,0,0,0,1,0,0,0,0,431,103369,0,0
192.168.10.9,69.172.216.111,6,2017-05-07 09:10:00,14948,443,0,0,0,0,1,0,0,0,6,16258,0,0
192.168.10.9,192.168.10.3,17,2017-05-07 08:51:00,51430,53,0,0,0,0,0,0,0,0,71,248104,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 08:51:00,60459,53,0,0,0,0,0,0,0,0,68,59829,0,0
192.168.10.3,192.168.10.1,17,2017-05-07 09:03:00,60333,53,0,0,0,0,0,0,0,0,75,434,0,0
192.168.10.17,52.79.87.176,6,2017-05-07 09:08:00,60326,443,0,1,0,0,1,0,0,0,17,99996971,1,0
192.168.10.9,192.168.10.3,17,2017-05-07 09:02:00,61804,53,0,0,0,0,0,0,0,0,40,161,0,0
192.168.10.9,63.251.248.131,6,2017-05-07 09:10:00,14851,443,0,0,0,1,0,0,0,0,266,5894218,0,0
192.168.10.9,104.193.83.57,6,2017-05-07 09:10:00,14852,443,0,0,0,1,0,0,0,0,245,5894286,0,0
192.168.10.9,52.207.199.11,6,2017-05-07 09:10:00,14854,443,0,0,0,1,0,0,0,0,316,5894258,0,0
192.168.10.9,8.43.72.97,6,2017-05-07 09:10:00,14855,443,0,0,0,1,0,0,0,0,228,5730152,0,0
192.168.10.9,151.101.208.239,6,2017-05-07 09:10:00,14843,443,0,0,0,1,0,0,0,0,64,6363140,0,0
151.101.208.239,192.168.10.9,6,2017-05-07 09:10:00,443,14843,0,0,0,0,1,0,0,0,12,5,0,0
52.207.199.11,192.168.10.9,6,2017-05-07 09:10:00,443,14854,0,1,0,0,1,0,0,0,22,3,1,0
63.251.248.131,192.168.10.9,6,2017-05-07 09:10:00,443,14851,0,0,0,0,1,0,0,0,6,4,0,0
192.168.10.9,107.20.223.203,6,2017-05-07 09:10:00,14875,443,0,0,0,1,0,0,0,0,345,5241145,0,0
192.168.10.9,198.8.70.211,6,2017-05-07 09:10:00,14746,443,0,0,0,1,0,0,0,0,315,11054267,0,0
192.168.10.9,54.236.247.67,6,2017-05-07 09:10:00,14871,443,0,0,0,1,0,0,0,0,70,6090074,0,0
192.168.10.9,74.119.118.66,6,2017-05-07 09:10:00,14870,443,0,0,0,1,0,0,0,0,335,6090330,0,0
74.119.118.66,192.168.10.9,6,2017-05-07 09:10:00,443,14870,0,0,0,0,1,0,0,0,6,231,0,0
54.236.247.67,192.168.10.9,6,2017-05-07 09:10:00,443,14871,0,0,0,0,1,0,0,0,6,6038,0,0
192.168.10.19,206.108.0.133,17,2017-05-07 09:08:00,123,123,0,0,0,0,0,0,0,0,48,67022091,0,0
192.168.10.19,158.69.247.184,17,2017-05-07 09:08:00,123,123,0,0,0,0,0,0,0,0,48,68016574,0,0
63.251.248.131,192.168.10.9,6,2017-05-07 09:10:00,443,14851,0,0,0,0,1,0,0,0,6,999953,0,0
192.168.10.9,34.195.152.178,6,2017-05-07 09:10:00,14829,443,0,0,0,1,0,0,0,0,355,7887317,0,0
192.168.10.9,173.194.208.109,6,2017-05-07 09:10:00,14947,465,0,0,0,1,0,0,0,0,66,1731728,0,0
192.168.10.9,173.194.208.109,6,2017-05-07 09:10:00,14947,465,0,0,0,0,1,0,0,0,13,798,0,0
192.168.10.9,68.67.178.138,6,2017-05-07 09:10:00,14696,443,0,0,0,1,0,0,0,0,649,13329384,0,0
192.168.10.9,68.67.178.138,6,2017-05-07 09:10:00,14696,443,0,0,0,0,1,0,0,0,6,243,0,0
192.168.10.9,50.19.100.200,6,2017-05-07 09:10:00,14806,443,0,0,0,1,0,0,0,0,362,9419479,0,0
192.168.10.9,68.67.180.45,6,2017-05-07 09:10:00,14790,443,0,0,0,1,0,0,0,0,517,10618664,0,0
192.168.10.9,68.67.180.45,6,2017-05-07 09:10:00,14790,443,0,0,0,0,1,0,0,0,6,208,0,0
192.168.10.9,68.67.180.45,6,2017-05-07 09:10:00,14780,443,0,0,0,1,0,0,0,0,632,11093422,0,0
192.168.10.9,68.67.180.45,6,2017-05-07 09:10:00,14780,443,0,0,0,0,1,0,0,0,6,233,0,0
192.168.10.9,204.13.193.176,6,2017-05-07 09:10:00,14770,443,0,0,0,1,0,0,0,0,693,11483061,0,0
192.168.10.12,104.20.86.184,6,2017-05-07 09:07:00,37626,443,0,0,0,1,0,0,0,0,104,118396445,0,0
192.168.10.9,52.5.210.14,6,2017-05-07 09:10:00,14891,443,0,0,0,1,0,0,0,0,323,6094289,0,0
192.168.10.9,23.50.75.27,6,2017-05-07 09:10:00,14895,80,0,0,0,1,0,0,0,0,2,5874635,0,0
192.168.10.9,52.5.210.14,6,2017-05-07 09:10:00,14890,443,0,0,0,1,0,0,0,0,306,6094661,0,0
192.168.10.9,72.167.239.239,6,2017-05-07 09:10:00,14880,80,0,0,0,1,0,0,0,0,2,6661731,0,0
52.5.210.14,192.168.10.9,6,2017-05-07 09:10:00,443,14890,0,1,0,0,1,0,0,0,22,3,1,0
52.5.210.14,192.168.10.9,6,2017-05-07 09:10:00,443,14891,0,1,0,0,1,0,0,0,22,3,1,0
